fold,n_heads,mlm_prob,n_layers,batch_size,hidden_size,d_ff,last_train_step,last_train_loss,best_eval_loss
5,4,0.25,2,128,768,2048,8800,2.198,2.274400472640991
5,4,0.25,2,128,768,3072,8400,2.2073,2.281231641769409
5,4,0.25,2,128,768,4096,8000,2.2131,2.288543939590454
5,4,0.25,2,128,1024,2048,5600,2.2282,2.286617040634156
5,4,0.15,4,128,512,2048,4800,2.2648,2.2948617935180664
5,4,0.25,2,128,1024,3072,8400,2.1548,2.277606964111328
5,4,0.25,2,128,1024,4096,8400,2.1533,2.279848098754883
5,4,0.15,4,128,512,3072,4800,2.2638,2.295698642730713
5,4,0.15,4,128,512,4096,4800,2.267,2.2990291118621826
5,4,0.15,4,128,768,2048,4800,2.2299,2.289520502090454
5,4,0.15,4,128,768,3072,4800,2.2338,2.286781072616577
5,4,0.15,4,128,768,4096,4800,2.2367,2.292942762374878
5,4,0.15,4,128,1024,2048,4800,2.2051,2.2893662452697754
5,4,0.15,4,128,1024,3072,4800,2.2061,2.2905924320220947
5,4,0.15,4,128,1024,4096,4800,2.2172,2.2950096130371094
5,4,0.2,4,128,512,2048,8800,2.1951,2.2519164085388184
5,4,0.2,4,128,512,3072,8400,2.2079,2.2742481231689453
5,4,0.2,4,128,512,4096,11600,2.1504,2.253190279006958
5,4,0.2,4,128,768,2048,8000,2.1312,2.272554636001587
5,4,0.2,4,128,768,3072,8000,2.1318,2.2660014629364014
5,4,0.2,4,128,768,4096,5600,2.205,2.2831404209136963
5,4,0.2,4,128,1024,2048,8800,2.0194,2.2556369304656982
5,4,0.2,4,128,1024,3072,8400,2.0306,2.255885362625122
5,4,0.2,4,128,1024,4096,8000,2.052,2.271407127380371
5,4,0.25,4,128,512,2048,8400,2.2076,2.277726650238037
5,4,0.25,4,128,512,3072,8400,2.2069,2.274320602416992
5,4,0.25,4,128,512,4096,8400,2.2059,2.273641347885132
5,4,0.25,4,128,768,2048,8000,2.1289,2.269464492797852
5,4,0.25,4,128,768,3072,8400,2.1153,2.2695531845092773
5,4,0.25,4,128,768,4096,8400,2.1106,2.2665140628814697
5,4,0.25,4,128,1024,3072,5200,2.1704,2.3053953647613525
5,4,0.25,4,128,1024,2048,8400,2.043,2.2773499488830566
5,4,0.15,8,128,512,2048,4800,2.2424,2.2934892177581787
5,4,0.25,4,128,1024,4096,8000,2.0406,2.2701869010925293
5,4,0.15,8,128,512,3072,4800,2.2496,2.298140048980713
5,4,0.15,8,128,512,4096,4800,2.2571,2.298017978668213
5,4,0.15,8,128,768,2048,4800,2.2005,2.2847254276275635
5,4,0.15,8,128,768,3072,4800,2.2204,2.286940574645996
5,4,0.15,8,128,768,4096,4800,2.2335,2.2923762798309326
5,4,0.15,8,128,1024,2048,4800,2.1807,2.2788074016571045
5,4,0.15,8,128,1024,3072,4800,2.2083,2.288103580474853
5,4,0.15,8,128,1024,4096,4800,2.2277,2.297935724258423
5,4,0.2,8,128,512,3072,11600,2.0796,2.253415584564209
5,4,0.2,8,128,512,2048,11600,2.0678,2.2468466758728027
5,4,0.2,8,128,512,4096,8800,2.1648,2.248704433441162
5,4,0.2,8,128,768,2048,4800,2.1889,2.280311584472656
5,4,0.2,8,128,768,3072,8400,2.0502,2.2584831714630127
5,4,0.2,8,128,768,4096,8000,2.101,2.2658963203430176
5,4,0.2,8,128,1024,2048,5600,2.1124,2.275947332382202
5,4,0.2,8,128,1024,3072,8000,2.0048,2.2642970085144043
5,4,0.25,8,128,512,2048,11600,2.0622,2.246234893798828
5,4,0.2,8,128,1024,4096,8000,2.0483,2.251819610595703
5,4,0.25,8,128,512,3072,8400,2.1609,2.272933959960937
5,4,0.25,8,128,768,2048,5200,2.1666,2.304349899291992
5,4,0.25,8,128,512,4096,8400,2.1741,2.266478538513184
5,4,0.25,8,128,768,3072,8000,2.0572,2.264312267303467
5,4,0.25,8,128,768,4096,8400,2.0678,2.26305890083313
5,4,0.25,8,128,1024,2048,8000,1.9547,2.267577171325684
5,4,0.15,12,128,512,2048,5200,2.2268,2.308474540710449
5,4,0.25,8,128,1024,3072,8000,1.981,2.2721264362335205
5,4,0.15,12,128,512,3072,5200,2.2428,2.316221237182617
5,4,0.25,8,128,1024,4096,8000,2.0165,2.262239694595337
5,4,0.15,12,128,512,4096,4800,2.2635,2.303209066390991
5,4,0.15,12,128,768,2048,5200,2.1872,2.3030223846435547
5,4,0.15,12,128,768,3072,4800,2.231,2.2962028980255127
5,4,0.15,12,128,768,4096,4800,2.2517,2.3039815425872803
5,4,0.15,12,128,1024,2048,4800,2.2087,2.289239883422852
5,4,0.15,12,128,1024,3072,4800,2.2423,2.29755973815918
5,4,0.15,12,128,1024,4096,4800,2.2633,2.2996726036071777
5,4,0.2,12,128,512,3072,8800,2.1406,2.2460200786590576
5,4,0.2,12,128,512,2048,11600,2.0217,2.2504217624664307
5,4,0.2,12,128,512,4096,8400,2.1844,2.272987127304077
5,4,0.2,12,128,768,2048,8000,2.0336,2.257096290588379
5,4,0.2,12,128,768,3072,8400,2.0689,2.2634875774383545
5,4,0.2,12,128,768,4096,8400,2.1214,2.264575242996216
5,4,0.2,12,128,1024,2048,8000,2.006,2.2681236267089844
5,4,0.2,12,128,1024,3072,8400,2.0552,2.2547619342803955
5,4,0.25,12,128,512,2048,8400,2.1254,2.2608933448791504
5,4,0.25,12,128,512,3072,8400,2.1501,2.268733263015747
5,4,0.2,12,128,1024,4096,11600,1.9511,2.268416404724121
5,4,0.25,12,128,512,4096,8800,2.1629,2.256208658218384
5,4,0.25,12,128,768,2048,8400,1.9965,2.262922763824463
5,4,0.25,12,128,768,3072,8000,2.065,2.258734703063965
5,4,0.25,12,128,768,4096,8400,2.0978,2.2676210403442383
5,4,0.25,12,128,1024,2048,5200,2.1475,2.301381349563598
5,4,0.15,16,128,512,2048,5200,2.23,2.3104188442230225
5,4,0.25,12,128,1024,3072,8000,2.0388,2.2633657455444336
5,4,0.15,16,128,512,3072,4800,2.2621,2.2997844219207764
5,4,0.25,12,128,1024,4096,8000,2.1048,2.261301755905152
5,4,0.15,16,128,512,4096,4800,2.277,2.3041625022888184
5,4,0.15,16,128,768,2048,4800,2.2184,2.288555860519409
5,4,0.15,16,128,768,3072,4800,2.2534,2.2989094257354736
5,4,0.15,16,128,768,4096,4800,2.2751,2.309683084487915
5,4,0.15,16,128,1024,3072,3200,2.801,2.801718235015869
5,4,0.15,16,128,1024,4096,4400,2.8012,2.799586772918701
5,4,0.2,16,128,512,2048,8000,2.1348,2.259641408920288
5,4,0.15,16,128,1024,2048,8400,2.1408,2.2720580101013184
5,4,0.2,16,128,512,3072,11600,2.0747,2.253081083297729
5,4,0.2,16,128,768,2048,8000,2.0489,2.2512543201446533
5,4,0.2,16,128,512,4096,12400,2.1178,2.2706754207611084
5,4,0.2,16,128,768,3072,9200,2.0789,2.262622356414795
5,4,0.2,16,128,1024,2048,8400,2.0784,2.267452955245972
5,4,0.2,16,128,768,4096,11600,2.0642,2.265512228012085
5,4,0.25,16,128,512,2048,8000,2.1295,2.2627272605896
5,4,0.2,16,128,1024,4096,7200,2.7993,2.805919885635376
5,4,0.25,16,128,512,3072,8000,2.168,2.2705204486846924
5,4,0.2,16,128,1024,3072,12400,2.2411,2.3251736164093018
5,4,0.25,16,128,512,4096,8400,2.1954,2.273827314376831
5,4,0.25,16,128,768,2048,8000,2.0263,2.2619519233703613
5,4,0.25,16,128,768,3072,8000,2.11,2.2616448402404785
5,4,0.25,16,128,1024,2048,4000,2.8005,2.799466133117676
5,4,0.25,16,128,768,4096,9200,2.1173,2.259622573852539
5,8,0.15,1,128,512,2048,4800,2.3072,2.3136463165283203
5,4,0.25,16,128,1024,3072,4000,2.8006,2.800342082977295
5,8,0.15,1,128,512,3072,4800,2.3074,2.316498279571533
5,8,0.15,1,128,512,4096,4800,2.3035,2.316730499267578
5,8,0.15,1,128,768,2048,4800,2.2912,2.307650089263916
5,4,0.25,16,128,1024,4096,2400,2.8007,2.809941053390503
5,8,0.15,1,128,768,3072,4800,2.2891,2.3094146251678467
5,8,0.15,1,128,768,4096,4800,2.2894,2.3070316314697266
5,8,0.15,1,128,1024,2048,4800,2.2806,2.306776285171509
5,8,0.15,1,128,1024,3072,4800,2.2774,2.302879810333252
5,8,0.15,1,128,1024,4096,4800,2.2796,2.310293912887573
5,8,0.2,1,128,512,2048,8400,2.2789,2.300789594650269
5,8,0.2,1,128,512,3072,11600,2.2581,2.28302264213562
5,8,0.2,1,128,512,4096,11600,2.2506,2.2814645767211914
5,8,0.2,1,128,768,2048,8400,2.2551,2.2965564727783203
5,8,0.2,1,128,768,3072,8800,2.2402,2.2710680961608887
5,8,0.2,1,128,1024,2048,8800,2.2193,2.269568681716919
5,8,0.2,1,128,768,4096,11600,2.2084,2.2751057147979736
5,8,0.2,1,128,1024,3072,11600,2.1615,2.2737035751342773
5,8,0.25,1,128,512,2048,8400,2.281,2.303227186203003
5,8,0.2,1,128,1024,4096,11600,2.1554,2.277893543243408
5,8,0.25,1,128,512,4096,8400,2.2762,2.3015296459198
5,8,0.25,1,128,512,3072,8800,2.2755,2.285059690475464
5,8,0.25,1,128,768,2048,8800,2.2463,2.279902219772339
5,8,0.25,1,128,768,4096,8400,2.2474,2.2894744873046875
5,8,0.25,1,128,768,3072,8800,2.24,2.27701997756958
5,8,0.25,1,128,1024,2048,8800,2.2203,2.273613929748535
5,8,0.25,1,128,1024,3072,8400,2.2236,2.29336929321289
5,8,0.25,1,128,1024,4096,8800,2.2,2.2733945846557617
5,8,0.15,2,128,512,2048,4800,2.2791,2.3047094345092773
5,8,0.15,2,128,512,3072,4800,2.2808,2.3026282787323
5,8,0.15,2,128,512,4096,4800,2.2793,2.2977941036224365
5,8,0.15,2,128,768,2048,4800,2.2527,2.2945568561553955
5,8,0.15,2,128,768,3072,4800,2.2556,2.291818380355835
5,8,0.15,2,128,768,4096,4800,2.2537,2.293903350830078
5,8,0.15,2,128,1024,2048,4800,2.2305,2.2929487228393555
5,8,0.15,2,128,1024,3072,4800,2.2285,2.288533926010132
5,8,0.15,2,128,1024,4096,4800,2.2315,2.29259729385376
5,8,0.2,2,128,512,2048,11600,2.1959,2.2656192779541016
5,8,0.2,2,128,512,3072,8800,2.2277,2.258832693099976
5,8,0.2,2,128,512,4096,11600,2.1941,2.2614166736602783
5,8,0.2,2,128,768,2048,8400,2.1777,2.2756142616271973
5,8,0.2,2,128,768,3072,8800,2.1617,2.2559399604797363
5,8,0.2,2,128,1024,3072,4800,2.222,2.2933945655822754
5,8,0.2,2,128,768,4096,11600,2.0908,2.2598228454589844
5,8,0.2,2,128,1024,2048,8400,2.1099,2.271886110305786
5,8,0.25,2,128,512,2048,8400,2.2361,2.284078359603882
5,8,0.25,2,128,512,3072,8400,2.2371,2.2844412326812744
5,8,0.2,2,128,1024,4096,8000,2.1121,2.282648801803589
5,8,0.25,2,128,768,2048,8400,2.1795,2.278903722763061
5,8,0.25,2,128,768,3072,8400,2.1757,2.275369644165039
5,8,0.25,2,128,512,4096,11600,2.1932,2.254638671875
5,8,0.25,2,128,768,4096,8400,2.1724,2.2763075828552246
5,8,0.25,2,128,1024,2048,8400,2.1094,2.2839274406433105
5,8,0.25,2,128,1024,3072,8400,2.1076,2.2753942012786865
5,8,0.15,4,128,512,2048,4800,2.2553,2.29069447517395
5,8,0.15,4,128,512,3072,4800,2.2536,2.290499925613404
5,8,0.25,2,128,1024,4096,8400,2.0948,2.2790887355804443
5,8,0.15,4,128,512,4096,4800,2.2595,2.294077157974243
5,8,0.15,4,128,768,2048,4800,2.2153,2.284056663513184
5,8,0.15,4,128,768,3072,4800,2.2156,2.2895004749298096
5,8,0.15,4,128,768,4096,4800,2.2206,2.2856597900390625
5,8,0.15,4,128,1024,2048,4800,2.1787,2.288959264755249
5,8,0.15,4,128,1024,3072,4800,2.1815,2.280234098434448
5,8,0.15,4,128,1024,4096,4800,2.1957,2.285521507263184
5,8,0.2,4,128,512,3072,8400,2.1865,2.264383554458618
5,8,0.2,4,128,512,2048,11600,2.1286,2.2582051753997803
5,8,0.2,4,128,512,4096,11600,2.1217,2.254502773284912
5,8,0.2,4,128,768,3072,8400,2.0787,2.2590718269348145
5,8,0.2,4,128,768,2048,8800,2.0596,2.236821413040161
5,8,0.2,4,128,768,4096,8400,2.0788,2.261514186859131
5,8,0.2,4,128,1024,2048,8000,1.9918,2.2835397720336914
5,8,0.2,4,128,1024,4096,5600,2.1315,2.279974460601806
5,8,0.2,4,128,1024,3072,8400,1.9642,2.268017768859864
5,8,0.25,4,128,512,2048,8400,2.1872,2.2734687328338623
5,8,0.25,4,128,512,3072,8400,2.1886,2.2685296535491943
5,8,0.25,4,128,512,4096,8400,2.1877,2.276395797729492
5,8,0.25,4,128,768,2048,8000,2.0914,2.273601531982422
5,8,0.25,4,128,768,3072,8400,2.0756,2.2647321224212646
5,8,0.25,4,128,768,4096,8400,2.0788,2.269059419631958
5,8,0.25,4,128,1024,2048,4400,2.1738,2.282935857772827
5,8,0.25,4,128,1024,3072,5200,2.1402,2.303107261657715
5,8,0.25,4,128,1024,4096,5200,2.1429,2.3003575801849365
5,8,0.15,8,128,512,2048,5200,2.2239,2.3072738647460938
5,8,0.15,8,128,512,3072,4800,2.2424,2.292302131652832
5,8,0.15,8,128,512,4096,5200,2.2421,2.3083584308624268
5,8,0.15,8,128,768,2048,4800,2.188,2.283078193664551
5,8,0.15,8,128,768,3072,4800,2.2053,2.281502485275269
5,8,0.15,8,128,768,4096,4800,2.2209,2.2918238639831543
5,8,0.15,8,128,1024,2048,4800,2.1518,2.2801454067230225
5,8,0.15,8,128,1024,3072,4800,2.1841,2.290677547454834
5,8,0.15,8,128,1024,4096,4800,2.2099,2.294006824493408
5,8,0.2,8,128,512,2048,8400,2.1341,2.256441354751587
5,8,0.2,8,128,512,3072,8400,2.1487,2.2575578689575195
5,8,0.2,8,128,512,4096,8400,2.1607,2.268354177474976
5,8,0.2,8,128,768,2048,8400,1.984,2.257654905319214
5,8,0.2,8,128,768,3072,8400,2.0105,2.259204387664795
5,8,0.2,8,128,1024,2048,4400,2.1445,2.276400089263916
5,8,0.2,8,128,768,4096,8000,2.065,2.255528211593628
5,8,0.2,8,128,1024,3072,5600,2.1123,2.280810832977295
5,8,0.2,8,128,1024,4096,5600,2.1496,2.279029130935669
5,8,0.25,8,128,512,2048,8400,2.134,2.2623302936553955
5,8,0.25,8,128,512,3072,8400,2.1429,2.2622647285461426
5,8,0.25,8,128,512,4096,8400,2.1565,2.2702231407165527
5,8,0.25,8,128,768,2048,8000,2.0003,2.269631862640381
5,8,0.25,8,128,768,3072,8400,2.0021,2.2628183364868164
5,8,0.25,8,128,768,4096,8000,2.0502,2.261608839035034
5,8,0.25,8,128,1024,2048,5200,2.0869,2.2990198135375977
5,8,0.15,12,128,512,2048,4800,2.2336,2.291502952575684
5,8,0.25,8,128,1024,3072,8000,1.9201,2.2673590183258057
5,8,0.25,8,128,1024,4096,8000,1.9726,2.2621469497680664
5,8,0.15,12,128,512,3072,5200,2.2355,2.311732053756714
5,8,0.15,12,128,512,4096,5200,2.2508,2.3182618618011475
5,8,0.15,12,128,768,2048,5200,2.1743,2.297969579696656
5,8,0.15,12,128,768,3072,4800,2.2214,2.289264440536499
5,8,0.15,12,128,768,4096,4800,2.2422,2.3029427528381348
5,8,0.15,12,128,1024,2048,4800,2.18,2.284987211227417
5,8,0.15,12,128,1024,3072,4800,2.224,2.300583600997925
5,8,0.15,12,128,1024,4096,4800,2.246,2.3058667182922363
5,8,0.2,12,128,512,2048,8400,2.1104,2.251915693283081
5,8,0.2,12,128,512,3072,8400,2.1391,2.256416082382202
5,8,0.2,12,128,512,4096,8800,2.1547,2.2455074787139893
5,8,0.2,12,128,768,2048,8000,1.9904,2.261725902557373
5,8,0.2,12,128,768,3072,8400,2.0283,2.25187349319458
5,8,0.2,12,128,1024,2048,5600,2.1009,2.2754034996032715
5,8,0.2,12,128,768,4096,11600,1.9153,2.2512476444244385
5,8,0.2,12,128,1024,3072,5600,2.1577,2.28782606124878
5,8,0.2,12,128,1024,4096,5600,2.1972,2.287398099899292
5,8,0.25,12,128,512,2048,8400,2.1049,2.2607696056365967
5,8,0.25,12,128,512,3072,8400,2.1329,2.272794246673584
5,8,0.25,12,128,512,4096,11600,2.0616,2.2447702884674072
5,8,0.25,12,128,768,2048,8400,1.9484,2.264331817626953
5,8,0.25,12,128,768,3072,8400,2.0059,2.253822088241577
5,8,0.25,12,128,768,4096,8000,2.084,2.26532244682312
5,8,0.25,12,128,1024,2048,8000,1.9087,2.2604076862335205
5,8,0.25,12,128,1024,3072,8000,1.9945,2.2613425254821777
5,8,0.15,16,128,512,2048,5200,2.2226,2.309173822402954
5,8,0.15,16,128,512,3072,4800,2.2596,2.3085262775421143
5,8,0.25,12,128,1024,4096,8000,2.0577,2.262845277786255
5,8,0.15,16,128,512,4096,4800,2.2724,2.302772521972656
5,8,0.15,16,128,768,2048,4800,2.2039,2.287945032119751
5,8,0.15,16,128,768,4096,4800,2.2658,2.306260347366333
5,8,0.15,16,128,1024,2048,4800,2.226,2.2954912185668945
5,8,0.15,16,128,768,3072,9200,2.1001,2.277529001235962
5,8,0.2,16,128,512,2048,8000,2.1194,2.262479782104492
5,8,0.15,16,128,1024,4096,7200,2.7275,2.7366819381713867
5,8,0.15,16,128,1024,3072,12400,2.2422,2.317279577255249
5,8,0.2,16,128,512,3072,12400,2.0206,2.262042284011841
5,8,0.2,16,128,512,4096,8400,2.1917,2.273776054382324
5,8,0.2,16,128,768,2048,5600,2.1426,2.278036832809448
5,8,0.2,16,128,768,3072,11600,1.9043,2.2566380500793457
5,8,0.2,16,128,1024,2048,8000,2.0318,2.2624213695526123
5,8,0.2,16,128,768,4096,11600,2.0225,2.2506542205810547
5,8,0.2,16,128,1024,4096,3600,2.8023,2.798351764678955
5,8,0.25,16,128,512,2048,8000,2.1101,2.258287191390991
5,8,0.2,16,128,1024,3072,8400,2.1831,2.283262252807617
5,8,0.25,16,128,512,3072,11600,2.0296,2.2380270957946777
5,8,0.25,16,128,512,4096,8400,2.1807,2.273949146270752
5,8,0.25,16,128,768,2048,8000,1.9794,2.2586774826049805
5,8,0.25,16,128,768,3072,8000,2.0832,2.2590036392211914
5,8,0.25,16,128,768,4096,8000,2.1431,2.267262935638428
5,8,0.25,16,128,1024,4096,2400,2.8018,2.810112953186035
5,12,0.15,1,128,768,2048,4800,2.2808,2.303739309310913
5,12,0.15,1,128,768,3072,4800,2.2808,2.309319019317627
5,8,0.25,16,128,1024,2048,11600,1.9625,2.2506425380706787
5,12,0.15,1,128,768,4096,4800,2.2808,2.307234048843384
5,12,0.2,1,128,768,2048,8800,2.2299,2.263102054595948
5,12,0.2,1,128,768,3072,8000,2.2369,2.291604995727539
5,12,0.2,1,128,768,4096,8800,2.2238,2.2742183208465576
5,12,0.25,1,128,768,2048,8800,2.2316,2.272589683532715
5,8,0.25,16,128,1024,3072,12400,2.2084,2.302632570266724
5,12,0.25,1,128,768,3072,8800,2.2253,2.2754106521606445
5,12,0.25,1,128,768,4096,8800,2.2259,2.2786827087402344
5,12,0.15,2,128,768,2048,4800,2.2443,2.288451910018921
5,12,0.15,2,128,768,3072,4800,2.2471,2.29072642326355
5,12,0.15,2,128,768,4096,4800,2.2456,2.291973114013672
5,12,0.2,2,128,768,2048,8800,2.1471,2.253591060638428
5,12,0.2,2,128,768,4096,8000,2.1663,2.280714988708496
5,12,0.2,2,128,768,3072,11600,2.0691,2.25864577293396
5,12,0.25,2,128,768,2048,8000,2.1682,2.274977207183838
5,12,0.25,2,128,768,3072,8400,2.1563,2.271897315979004
5,12,0.25,2,128,768,4096,8000,2.1639,2.2799174785614014
5,12,0.15,4,128,768,3072,4800,2.2117,2.2829158306121826
5,12,0.15,4,128,768,2048,4800,2.2078,2.285706281661988
5,12,0.15,4,128,768,4096,4800,2.2157,2.289146423339844
5,12,0.2,4,128,768,2048,8400,2.0622,2.259852409362793
5,12,0.2,4,128,768,4096,8000,2.0732,2.2648181915283203
5,12,0.2,4,128,768,3072,11600,1.9118,2.257731914520264
5,12,0.25,4,128,768,3072,8400,2.0607,2.2654364109039307
5,12,0.25,4,128,768,2048,8000,2.0784,2.268031120300293
5,12,0.25,4,128,768,4096,8400,2.0574,2.2656455039978027
5,12,0.15,8,128,768,2048,4800,2.1813,2.281365156173706
5,12,0.15,8,128,768,3072,4800,2.1992,2.288405179977417
5,12,0.15,8,128,768,4096,5200,2.1986,2.309291362762451
5,12,0.2,8,128,768,2048,8000,1.982,2.25948429107666
5,12,0.2,8,128,768,4096,5600,2.165,2.274133682250977
5,12,0.2,8,128,768,3072,8400,1.9909,2.254666805267334
5,12,0.25,8,128,768,2048,8000,1.9775,2.2642505168914795
5,12,0.25,8,128,768,4096,8000,2.0302,2.2593331336975098
5,12,0.25,8,128,768,3072,8400,1.9854,2.26114273071289
5,12,0.15,12,128,768,2048,4800,2.1898,2.28242564201355
5,12,0.15,12,128,768,4096,4800,2.2365,2.304285049438477
5,12,0.15,12,128,768,3072,8000,2.0789,2.265256881713867
5,12,0.2,12,128,768,2048,8400,1.9432,2.2509753704071045
5,12,0.2,12,128,768,3072,8400,2.0097,2.2488534450531006
5,12,0.2,12,128,768,4096,8400,2.0738,2.259291172027588
5,12,0.25,12,128,768,2048,8000,1.9518,2.262268304824829
5,12,0.25,12,128,768,3072,8400,1.9912,2.258232593536377
5,12,0.25,12,128,768,4096,8000,2.0688,2.260199069976806
5,12,0.15,16,128,768,2048,4800,2.1989,2.286133050918579
5,12,0.15,16,128,768,4096,4800,2.264,2.3038158416748047
5,12,0.15,16,128,768,3072,8400,2.1102,2.251025915145874
5,12,0.2,16,128,768,2048,8400,1.9546,2.25271224975586
5,12,0.2,16,128,768,3072,8000,2.0865,2.260655641555786
5,12,0.25,16,128,768,2048,8000,1.9644,2.261392593383789
5,12,0.2,16,128,768,4096,11600,2.0021,2.2478418350219727
5,16,0.15,1,128,512,2048,4800,2.2955,2.30830192565918
5,12,0.25,16,128,768,3072,8000,2.0613,2.252060413360596
5,16,0.15,1,128,512,3072,4800,2.2965,2.3116939067840576
5,16,0.15,1,128,512,4096,4800,2.293,2.308315753936768
5,16,0.15,1,128,768,2048,4800,2.2776,2.3026394844055176
5,16,0.15,1,128,768,3072,4800,2.2757,2.3047611713409424
5,16,0.15,1,128,768,4096,4800,2.2772,2.3039653301239014
5,16,0.15,1,128,1024,2048,4800,2.2611,2.2945098876953125
5,16,0.15,1,128,1024,3072,4800,2.2604,2.2995784282684326
5,16,0.15,1,128,1024,4096,4800,2.2621,2.302700519561768
5,12,0.25,16,128,768,4096,8400,2.1162,2.2706613540649414
5,16,0.2,1,128,512,2048,8400,2.262,2.290822505950928
5,16,0.2,1,128,512,3072,11600,2.2367,2.270536184310913
5,16,0.2,1,128,512,4096,11600,2.2309,2.2718422412872314
5,16,0.2,1,128,768,2048,8400,2.23,2.285354852676392
5,16,0.2,1,128,768,3072,8400,2.2253,2.285594940185547
5,16,0.2,1,128,768,4096,8800,2.212,2.2651844024658203
5,16,0.2,1,128,1024,2048,8800,2.1752,2.256619691848755
5,16,0.2,1,128,1024,3072,8800,2.1674,2.261321783065796
5,16,0.25,1,128,512,2048,8400,2.2636,2.292879819869995
5,16,0.2,1,128,1024,4096,8000,2.1839,2.2878966331481934
5,16,0.25,1,128,512,3072,8400,2.2655,2.2934272289276123
5,16,0.25,1,128,512,4096,8400,2.262,2.29305362701416
5,16,0.25,1,128,768,2048,8800,2.2222,2.2694954872131348
5,16,0.25,1,128,768,3072,8400,2.2252,2.2863857746124268
5,16,0.25,1,128,768,4096,8400,2.223,2.2877891063690186
5,16,0.25,1,128,1024,2048,8800,2.1771,2.270174264907837
5,16,0.25,1,128,1024,3072,8400,2.1812,2.287731885910034
5,16,0.15,2,128,512,2048,4800,2.2702,2.300530195236206
5,16,0.25,1,128,1024,4096,8400,2.1739,2.283280611038208
5,16,0.15,2,128,512,3072,4800,2.2699,2.299509048461914
5,16,0.15,2,128,512,4096,4800,2.2698,2.2987585067749023
5,16,0.15,2,128,768,2048,4800,2.2402,2.290325880050659
5,16,0.15,2,128,768,3072,4800,2.2428,2.288820743560791
5,16,0.15,2,128,768,4096,4800,2.2421,2.291135787963867
5,16,0.15,2,128,1024,2048,4800,2.2091,2.289103507995605
5,16,0.15,2,128,1024,3072,4800,2.2123,2.2874889373779297
5,16,0.15,2,128,1024,4096,4800,2.2102,2.2892730236053467
5,16,0.2,2,128,512,2048,8800,2.2119,2.2618210315704346
5,16,0.2,2,128,512,3072,8400,2.2194,2.278531789779663
5,16,0.2,2,128,512,4096,11600,2.1704,2.259650945663452
5,16,0.2,2,128,768,2048,8400,2.1481,2.270088195800781
5,16,0.2,2,128,768,3072,8400,2.1481,2.267850637435913
5,16,0.2,2,128,1024,2048,5600,2.1723,2.282467603683472
5,16,0.2,2,128,768,4096,8400,2.146,2.269495964050293
5,16,0.2,2,128,1024,3072,8000,2.0752,2.2736363410949707
5,16,0.25,2,128,512,2048,8800,2.2145,2.266260862350464
5,16,0.2,2,128,1024,4096,8400,2.0499,2.26967716217041
5,16,0.25,2,128,512,3072,8400,2.2213,2.279764175415039
5,16,0.25,2,128,768,2048,5200,2.2301,2.308061122894287
5,16,0.25,2,128,512,4096,8400,2.22,2.2779617309570312
5,16,0.25,2,128,768,3072,8400,2.148,2.2725117206573486
5,16,0.25,2,128,768,4096,8400,2.1429,2.273883581161499
5,16,0.25,2,128,1024,2048,8000,2.0767,2.2727363109588623
5,16,0.25,2,128,1024,4096,4400,2.2083,2.28865909576416
5,16,0.25,2,128,1024,3072,8000,2.0725,2.2709226608276367
5,16,0.15,4,128,512,2048,4800,2.2489,2.29054594039917
5,16,0.15,4,128,512,3072,4800,2.2496,2.2917604446411133
5,16,0.15,4,128,512,4096,4800,2.2502,2.288320302963257
5,16,0.15,4,128,768,2048,4800,2.2055,2.2845325469970703
5,16,0.15,4,128,768,4096,4800,2.2107,2.286280393600464
5,16,0.15,4,128,768,3072,4800,2.2058,2.2808632850646973
5,16,0.15,4,128,1024,2048,4800,2.1581,2.2821695804595947
5,16,0.15,4,128,1024,3072,4800,2.1647,2.2805118560791016
5,16,0.15,4,128,1024,4096,4800,2.1758,2.281955480575561
5,16,0.2,4,128,512,2048,11600,2.1012,2.252760887145996
5,16,0.2,4,128,512,3072,8400,2.174,2.2630910873413086
5,16,0.2,4,128,512,4096,11600,2.1001,2.253504991531372
5,16,0.2,4,128,768,2048,8800,2.0311,2.241288423538208
5,16,0.2,4,128,768,3072,8800,2.024,2.2332284450531006
5,16,0.2,4,128,1024,2048,4800,2.142,2.283376932144165
5,16,0.2,4,128,768,4096,8400,2.0474,2.2605600357055664
5,16,0.2,4,128,1024,3072,5600,2.0958,2.273028612136841
5,16,0.25,4,128,512,2048,8400,2.174,2.2689402103424072
5,16,0.25,4,128,512,3072,8400,2.1736,2.264869213104248
5,16,0.2,4,128,1024,4096,8000,1.9532,2.2629714012146
5,16,0.25,4,128,512,4096,8400,2.1722,2.2666616439819336
5,16,0.25,4,128,768,2048,8400,2.0524,2.269867420196533
5,16,0.25,4,128,768,3072,8000,2.0609,2.2597951889038086
5,16,0.25,4,128,1024,2048,5200,2.1157,2.296813726425171
5,16,0.25,4,128,768,4096,8400,2.0413,2.267096519470215
5,16,0.25,4,128,1024,3072,4400,2.1575,2.2806642055511475
5,16,0.15,8,128,512,2048,5200,2.2203,2.306072235107422
5,16,0.25,4,128,1024,4096,8000,1.9417,2.2707884311676025
5,16,0.15,8,128,512,3072,4800,2.239,2.2883005142211914
5,16,0.15,8,128,512,4096,5200,2.2359,2.3096439838409424
5,16,0.15,8,128,768,2048,4800,2.1772,2.275949716567993
