fold,n_heads,mlm_prob,n_layers,batch_size,hidden_size,d_ff,last_train_step,last_train_loss,best_eval_loss
5,1,0.15,9,128,768,4096,4800,2.2701,2.306800603866577
5,1,0.15,9,128,1024,2048,4800,2.2522,2.2933669090271
5,1,0.15,9,128,1024,3072,4800,2.268,2.304539918899536
5,1,0.15,9,128,1024,4096,4800,2.2816,2.3059351444244385
5,1,0.2,9,128,512,2048,11600,2.1329,2.253260612487793
5,1,0.2,9,128,512,3072,11600,2.1442,2.256985902786255
5,1,0.2,9,128,512,4096,11600,2.1618,2.261613607406616
5,1,0.2,9,128,768,2048,8000,2.1397,2.262119770050049
5,1,0.2,9,128,768,3072,8800,2.1336,2.2485196590423584
5,1,0.2,9,128,768,4096,12400,2.0381,2.2672581672668457
5,1,0.2,9,128,1024,2048,6400,2.1885,2.299877882003784
5,1,0.2,9,128,1024,3072,8400,2.1414,2.261284351348877
5,1,0.2,9,128,1024,4096,12400,2.0202,2.267698287963867
5,1,0.25,9,128,512,2048,11600,2.1274,2.2561404705047607
5,1,0.25,9,128,512,3072,8400,2.2007,2.273324012756348
5,1,0.25,9,128,512,4096,11600,2.1553,2.259974479675293
5,1,0.25,9,128,768,2048,8000,2.1264,2.2669661045074463
5,1,0.25,9,128,768,3072,8400,2.1407,2.2717788219451904
5,1,0.25,9,128,768,4096,11600,2.0352,2.2563817501068115
5,1,0.25,9,128,1024,2048,8000,2.1114,2.2687578201293945
5,1,0.25,9,128,1024,3072,8400,2.1184,2.263653039932251
5,1,0.25,9,128,1024,4096,11600,1.9977,2.2565736770629883
5,1,0.15,13,128,512,2048,4800,2.2592,2.302201271057129
5,1,0.15,13,128,512,3072,4800,2.2736,2.3033032417297363
5,1,0.15,13,128,512,4096,4800,2.2871,2.3096652030944824
5,1,0.15,13,128,768,2048,4800,2.2502,2.2968525886535645
5,1,0.15,13,128,768,3072,4800,2.2688,2.3080856800079346
5,1,0.15,13,128,768,4096,4800,2.2873,2.3144872188568115
5,1,0.15,13,128,1024,2048,4800,2.2737,2.3076486587524414
5,1,0.15,13,128,1024,3072,4800,2.2953,2.321265697479248
5,1,0.15,13,128,1024,4096,4800,2.3215,2.333638906478882
5,1,0.2,13,128,512,2048,12400,2.083,2.268245220184326
5,1,0.2,13,128,512,3072,11600,2.1367,2.259320974349976
5,1,0.2,13,128,512,4096,12400,2.1557,2.276206493377685
5,1,0.2,13,128,768,2048,8400,2.1212,2.2646901607513428
5,1,0.2,13,128,768,3072,12400,2.0133,2.2591145038604736
5,1,0.2,13,128,768,4096,12400,2.0964,2.273707628250122
5,1,0.2,13,128,1024,2048,11600,2.017,2.2447152137756348
5,1,0.2,13,128,1024,3072,11600,2.1109,2.260785818099976
5,1,0.2,13,128,1024,4096,12400,2.1603,2.2888851165771484
5,1,0.25,13,128,512,2048,8400,2.1752,2.2708816528320312
5,1,0.25,13,128,512,3072,8400,2.1963,2.2728917598724365
5,1,0.25,13,128,512,4096,12400,2.1413,2.2800962924957275
5,1,0.25,13,128,768,2048,8400,2.11,2.271202802658081
5,1,0.25,13,128,768,3072,8400,2.1504,2.2697978019714355
5,1,0.25,13,128,768,4096,8000,2.1966,2.2747514247894287
5,1,0.25,13,128,1024,2048,8400,2.1252,2.2703144550323486
5,1,0.25,13,128,1024,3072,8400,2.1847,2.281341552734375
5,1,0.25,13,128,1024,4096,12400,2.1026,2.279595375061035
5,1,0.15,17,128,512,2048,4800,2.2622,2.303898572921753
5,1,0.15,17,128,512,3072,4800,2.2802,2.3118162155151367
5,1,0.15,17,128,512,4096,4800,2.2963,2.312741994857788
5,1,0.15,17,128,768,2048,4800,2.2623,2.3047664165496826
5,1,0.15,17,128,768,3072,4800,2.2864,2.3089852333068848
5,1,0.15,17,128,768,4096,4800,2.3066,2.322842121124268
5,1,0.15,17,128,1024,2048,4800,2.3252,2.342328786849976
5,1,0.15,17,128,1024,3072,3200,2.731,2.73073148727417
5,1,0.15,17,128,1024,4096,3200,2.8011,2.801075220108032
5,1,0.2,17,128,512,2048,8400,2.1771,2.2649707794189453
5,1,0.2,17,128,512,3072,12400,2.1251,2.2704222202301025
5,1,0.2,17,128,512,4096,11600,2.1917,2.26243543624878
5,1,0.2,17,128,768,2048,8400,2.1438,2.2611429691314697
5,1,0.2,17,128,768,3072,11600,2.1072,2.256357192993164
5,1,0.2,17,128,768,4096,12400,2.1601,2.2772083282470703
5,1,0.2,17,128,1024,2048,12400,2.1198,2.2761967182159424
5,1,0.2,17,128,1024,3072,4000,2.801,2.7977094650268555
5,1,0.2,17,128,1024,4096,4000,2.8006,2.797521114349365
5,1,0.25,17,128,512,2048,8000,2.1758,2.271636724472046
5,1,0.25,17,128,512,3072,8400,2.2021,2.274088144302368
5,1,0.25,17,128,512,4096,8400,2.231,2.2834582328796387
5,1,0.25,17,128,768,2048,8400,2.1277,2.2653229236602783
5,1,0.25,17,128,768,3072,14800,1.9375,2.263889789581299
5,1,0.25,17,128,768,4096,8400,2.2248,2.28249740600586
5,1,0.25,17,128,1024,2048,11600,2.0947,2.254042387008667
5,1,0.25,17,128,1024,3072,3600,2.8004,2.7252259254455566
5,1,0.25,17,128,1024,4096,4000,2.8008,2.800217628479004
5,1,0.15,21,128,512,2048,4800,2.2665,2.301407814025879
5,1,0.15,21,128,512,3072,4800,2.2889,2.3138790130615234
5,1,0.15,21,128,512,4096,4800,2.3093,2.326042652130127
5,1,0.15,21,128,768,2048,4800,2.2769,2.305881261825561
5,1,0.15,21,128,768,3072,4800,2.3071,2.324589967727661
5,1,0.15,21,128,768,4096,4400,2.6931,2.5646753311157227
5,1,0.15,21,128,1024,2048,7200,2.7996,2.80889630317688
5,1,0.15,21,128,1024,3072,4400,2.8009,2.800821542739868
5,1,0.15,21,128,1024,4096,3200,2.8008,2.8013834953308105
5,1,0.2,21,128,512,2048,8400,2.1812,2.270185708999634
5,1,0.2,21,128,512,3072,12400,2.1528,2.274977207183838
5,1,0.2,21,128,512,4096,12400,2.2074,2.2840235233306885
5,1,0.2,21,128,768,2048,12400,2.035,2.263545274734497
5,1,0.2,21,128,768,3072,12400,2.1461,2.2802510261535645
5,1,0.2,21,128,768,4096,7200,2.7985,2.805481672286988
5,1,0.2,21,128,1024,2048,7200,2.7991,2.806297540664673
5,1,0.2,21,128,1024,3072,4000,2.8004,2.79758095741272
5,1,0.2,21,128,1024,4096,4000,2.8004,2.7975690364837646
5,1,0.25,21,128,512,2048,8400,2.1696,2.270685911178589
5,1,0.25,21,128,512,3072,8400,2.2131,2.27459979057312
5,1,0.25,21,128,512,4096,11600,2.2054,2.266393184661865
5,1,0.25,21,128,768,2048,8400,2.1528,2.272164821624756
5,1,0.25,21,128,768,3072,12400,2.1138,2.2735750675201416
5,1,0.25,21,128,768,4096,8400,2.3183,2.326317548751831
5,1,0.25,21,128,1024,2048,4000,2.8006,2.80026650428772
5,1,0.25,21,128,1024,3072,4000,2.8004,2.7997987270355225
5,1,0.25,21,128,1024,4096,2400,2.8007,2.809079885482788
5,2,0.15,1,128,512,2048,4800,2.334,2.3335509300231934
5,2,0.15,1,128,512,3072,4800,2.3283,2.32832670211792
5,2,0.15,1,128,512,4096,4800,2.3308,2.332441091537476
5,2,0.15,1,128,768,2048,4800,2.3214,2.322216510772705
5,2,0.15,1,128,768,3072,4800,2.3212,2.323673963546753
5,2,0.15,1,128,768,4096,4800,2.3224,2.3250107765197754
5,2,0.15,1,128,1024,2048,4800,2.3209,2.32632064819336
5,2,0.15,1,128,1024,3072,4800,2.3196,2.328448534011841
5,2,0.15,1,128,1024,4096,4800,2.3193,2.3261377811431885
5,2,0.2,1,128,512,2048,11600,2.2952,2.299712896347046
5,2,0.2,1,128,512,3072,11600,2.2898,2.295302391052246
5,2,0.2,1,128,512,4096,11600,2.2909,2.298756122589112
5,2,0.2,1,128,768,2048,11600,2.2751,2.28744912147522
5,2,0.2,1,128,768,3072,8800,2.2866,2.290488719940185
5,2,0.2,1,128,768,4096,11600,2.2724,2.296837091445923
5,2,0.2,1,128,1024,2048,6400,2.3047,2.333363771438598
5,2,0.2,1,128,1024,3072,6400,2.3038,2.3346734046936035
5,2,0.2,1,128,1024,4096,11600,2.2545,2.290456533432007
5,2,0.25,1,128,512,2048,11600,2.2959,2.295819997787476
5,2,0.25,1,128,512,3072,8800,2.3012,2.3029322624206543
5,2,0.25,1,128,512,4096,8400,2.3092,2.320861339569092
5,2,0.25,1,128,768,2048,8400,2.2961,2.3135952949523926
5,2,0.25,1,128,768,3072,8800,2.2867,2.2974534034729004
5,2,0.25,1,128,768,4096,11600,2.2711,2.2888753414154053
5,2,0.25,1,128,1024,2048,8800,2.2791,2.298497438430786
5,2,0.25,1,128,1024,3072,8800,2.2784,2.3014466762542725
5,2,0.25,1,128,1024,4096,8800,2.2777,2.2974066734313965
5,2,0.15,2,128,512,2048,4800,2.3009,2.3129003047943115
5,2,0.15,2,128,512,3072,4800,2.3011,2.3127481937408447
5,2,0.15,2,128,512,4096,4800,2.3016,2.311359167098999
5,2,0.15,2,128,768,2048,4800,2.2835,2.3036696910858154
5,2,0.15,2,128,768,3072,4800,2.2836,2.307668447494507
5,2,0.15,2,128,768,4096,4800,2.2832,2.307403802871704
5,2,0.15,2,128,1024,2048,4800,2.2779,2.3086674213409424
5,2,0.15,2,128,1024,3072,4800,2.2718,2.3003692626953125
5,2,0.15,2,128,1024,4096,4800,2.2735,2.3001279830932617
5,2,0.2,2,128,512,2048,6400,2.2857,2.320886850357056
5,2,0.2,2,128,512,3072,8800,2.2634,2.2766478061676025
5,2,0.2,2,128,512,4096,11600,2.2375,2.2706899642944336
5,2,0.2,2,128,768,2048,8800,2.2322,2.269787311553955
5,2,0.2,2,128,768,3072,8800,2.2283,2.2684476375579834
5,2,0.2,2,128,768,4096,8800,2.2281,2.2686893939971924
5,2,0.2,2,128,1024,2048,3600,2.2868,2.3084194660186768
5,2,0.2,2,128,1024,3072,6400,2.2411,2.3131492137908936
5,2,0.2,2,128,1024,4096,11600,2.1332,2.271672487258911
5,2,0.25,2,128,512,2048,8400,2.2714,2.298959970474243
5,2,0.25,2,128,512,3072,8800,2.2616,2.280977964401245
5,2,0.25,2,128,512,4096,8400,2.2678,2.296560049057007
5,2,0.25,2,128,768,2048,11600,2.1975,2.270777463912964
5,2,0.25,2,128,768,4096,8400,2.2346,2.2887001037597656
5,2,0.25,2,128,768,3072,8800,2.2265,2.2765204906463623
5,2,0.25,2,128,1024,2048,8800,2.2009,2.275432109832764
5,2,0.15,4,128,512,2048,4800,2.2771,2.300685167312622
5,2,0.25,2,128,1024,3072,8400,2.2068,2.288907051086426
5,2,0.25,2,128,1024,4096,8800,2.1902,2.26792573928833
5,2,0.15,4,128,512,3072,4800,2.2745,2.303938627243042
5,2,0.15,4,128,512,4096,4800,2.2789,2.3018414974212646
5,2,0.15,4,128,768,2048,4800,2.2508,2.293485164642334
5,2,0.15,4,128,768,3072,4800,2.2493,2.290014743804932
5,2,0.15,4,128,768,4096,4800,2.2548,2.2946560382843018
5,2,0.15,4,128,1024,2048,4800,2.2323,2.293498039245605
5,2,0.15,4,128,1024,3072,4800,2.2355,2.287280559539795
5,2,0.15,4,128,1024,4096,4800,2.2422,2.2969772815704346
5,2,0.2,4,128,512,2048,8800,2.2181,2.259629964828491
5,2,0.2,4,128,512,3072,11600,2.1794,2.2624542713165283
5,2,0.2,4,128,512,4096,11600,2.1801,2.260561227798462
5,2,0.2,4,128,768,2048,8800,2.1523,2.2593860626220703
5,2,0.2,4,128,768,3072,11600,2.072,2.250728130340576
5,2,0.2,4,128,768,4096,11600,2.0666,2.2669177055358887
5,2,0.2,4,128,1024,2048,11600,2.0048,2.2724390029907227
5,2,0.25,4,128,512,2048,8400,2.2283,2.282418727874756
5,2,0.2,4,128,1024,3072,8400,2.1075,2.271811962127685
5,2,0.2,4,128,1024,4096,11600,1.9476,2.2706756591796875
5,2,0.25,4,128,512,3072,8800,2.2194,2.2666332721710205
5,2,0.25,4,128,512,4096,8400,2.2251,2.2831714153289795
5,2,0.25,4,128,768,2048,5600,2.2263,2.288133382797241
5,2,0.25,4,128,768,4096,8000,2.1635,2.27413272857666
5,2,0.25,4,128,768,3072,8400,2.1552,2.2653744220733643
5,2,0.25,4,128,1024,2048,8400,2.1081,2.271525382995605
5,2,0.25,4,128,1024,3072,8400,2.1015,2.277890682220459
5,2,0.25,4,128,1024,4096,8000,2.1024,2.27648663520813
5,2,0.15,8,128,512,2048,4800,2.2554,2.296346426010132
5,2,0.15,8,128,512,3072,4800,2.2593,2.2967677116394043
5,2,0.15,8,128,512,4096,4800,2.2641,2.2970902919769287
5,2,0.15,8,128,768,2048,4800,2.2191,2.2908523082733154
5,2,0.15,8,128,768,3072,4800,2.2371,2.293383836746216
5,2,0.15,8,128,768,4096,4800,2.2479,2.296926736831665
5,2,0.15,8,128,1024,2048,4800,2.2153,2.2816922664642334
5,2,0.15,8,128,1024,3072,4800,2.2363,2.3007256984710693
5,2,0.15,8,128,1024,4096,4800,2.2538,2.297353029251098
5,2,0.2,8,128,512,2048,11600,2.1033,2.2514355182647705
5,2,0.2,8,128,512,3072,12400,2.0969,2.271258354187012
5,2,0.2,8,128,512,4096,11600,2.1277,2.2516632080078125
5,2,0.2,8,128,768,2048,8000,2.0901,2.260542392730713
5,2,0.2,8,128,768,3072,8400,2.1027,2.2603909969329834
5,2,0.2,8,128,1024,2048,8400,2.0216,2.247006893157959
5,2,0.2,8,128,768,4096,11600,1.9825,2.252990245819092
5,2,0.2,8,128,1024,3072,8800,2.0319,2.250267267227173
5,2,0.25,8,128,512,2048,8400,2.1752,2.2707395553588867
5,2,0.25,8,128,512,3072,8400,2.1839,2.271871328353882
5,2,0.25,8,128,512,4096,11600,2.1208,2.245039224624634
5,2,0.2,8,128,1024,4096,11600,1.9189,2.268027782440185
5,2,0.25,8,128,768,2048,11600,1.9324,2.2656924724578857
5,2,0.25,8,128,768,3072,8400,2.0896,2.266611099243164
5,2,0.25,8,128,768,4096,8400,2.1027,2.263622045516968
5,2,0.25,8,128,1024,2048,8400,2.0062,2.271101474761963
5,2,0.25,8,128,1024,3072,8000,2.0573,2.2621865272521973
5,2,0.25,8,128,1024,4096,8000,2.088,2.2690885066986084
5,2,0.15,12,128,512,2048,4800,2.2459,2.287999629974365
5,2,0.15,12,128,512,3072,5200,2.2517,2.314185857772827
5,2,0.15,12,128,512,4096,4800,2.2697,2.3035759925842285
5,2,0.15,12,128,768,2048,4800,2.2241,2.283280849456787
5,2,0.15,12,128,768,3072,4800,2.247,2.297138214111328
5,2,0.15,12,128,768,4096,4800,2.2659,2.3060779571533203
5,2,0.15,12,128,1024,2048,4800,2.2407,2.293075561523437
5,2,0.15,12,128,1024,3072,4800,2.2637,2.3067421913146973
5,2,0.15,12,128,1024,4096,4800,2.2826,2.317275285720825
5,2,0.2,12,128,512,2048,8400,2.1524,2.2663519382476807
5,2,0.2,12,128,512,3072,12400,2.0717,2.2629616260528564
5,2,0.2,12,128,512,4096,11600,2.13,2.2549831867218018
5,2,0.2,12,128,768,2048,8400,2.06,2.2636611461639404
5,2,0.2,12,128,768,3072,5600,2.2107,2.2837228775024414
5,2,0.2,12,128,768,4096,8400,2.156,2.2644686698913574
5,2,0.2,12,128,1024,2048,8400,2.0643,2.254408597946167
5,2,0.2,12,128,1024,3072,8400,2.1251,2.2594056129455566
5,2,0.25,12,128,512,2048,8400,2.1494,2.267729997634888
5,2,0.25,12,128,512,3072,12400,2.0629,2.269284248352051
5,2,0.25,12,128,512,4096,8400,2.1914,2.277993440628052
5,2,0.2,12,128,1024,4096,12400,2.0067,2.2674145698547363
5,2,0.25,12,128,768,2048,8000,2.0604,2.2688114643096924
5,2,0.25,12,128,768,3072,8400,2.0901,2.261070966720581
5,2,0.25,12,128,768,4096,8400,2.136,2.2723660469055176
5,2,0.25,12,128,1024,2048,8000,2.054,2.268434524536133
5,2,0.25,12,128,1024,3072,8400,2.0899,2.26151180267334
5,2,0.15,16,128,512,2048,4800,2.2477,2.29463005065918
5,2,0.15,16,128,512,3072,4800,2.2683,2.309927463531494
5,2,0.15,16,128,512,4096,4800,2.2826,2.311659097671509
5,2,0.25,12,128,1024,4096,12400,1.9482,2.2710421085357666
5,2,0.15,16,128,768,2048,4800,2.2358,2.2930798530578613
5,2,0.15,16,128,768,3072,4800,2.2663,2.300990104675293
5,2,0.15,16,128,768,4096,4800,2.2841,2.3192694187164307
5,2,0.15,16,128,1024,3072,6400,2.5862,2.5689291954040527
5,2,0.15,16,128,1024,4096,7200,2.8,2.8089163303375244
5,2,0.15,16,128,1024,2048,12400,2.2881,2.339076042175293
5,2,0.2,16,128,512,2048,11600,2.0529,2.249287366867065
5,2,0.2,16,128,512,3072,11600,2.1128,2.25771427154541
5,2,0.2,16,128,512,4096,8000,2.2227,2.2800114154815674
5,2,0.2,16,128,768,2048,8400,2.0789,2.25681471824646
5,2,0.2,16,128,768,3072,8400,2.1564,2.2631330490112305
5,2,0.2,16,128,1024,3072,3600,2.8025,2.7990050315856934
5,2,0.2,16,128,768,4096,11600,2.1139,2.254473924636841
5,2,0.2,16,128,1024,2048,8000,2.1594,2.271498680114746
5,2,0.2,16,128,1024,4096,3200,2.8012,2.804334878921509
5,2,0.25,16,128,512,2048,8000,2.1501,2.2651398181915283
5,2,0.25,16,128,512,3072,11600,2.0899,2.2503983974456787
5,2,0.25,16,128,512,4096,11600,2.1409,2.256371021270752
5,2,0.25,16,128,768,2048,8400,2.0521,2.2581682205200195
5,2,0.25,16,128,768,3072,8000,2.1455,2.2710072994232178
5,2,0.25,16,128,1024,3072,3600,2.7219,2.707486629486084
5,2,0.25,16,128,1024,2048,8400,2.1193,2.2772676944732666
5,4,0.15,1,128,512,2048,4800,2.3156,2.3224570751190186
5,2,0.25,16,128,768,4096,11600,2.082,2.251608371734619
5,4,0.15,1,128,512,3072,4800,2.3185,2.3235011100769043
5,4,0.15,1,128,512,4096,4800,2.3149,2.3197476863861084
5,4,0.15,1,128,768,2048,4800,2.3053,2.317036867141724
5,4,0.15,1,128,768,3072,4800,2.3052,2.3147547245025635
5,4,0.15,1,128,768,4096,4800,2.3075,2.313905715942383
5,2,0.25,16,128,1024,4096,4000,2.8006,2.79997181892395
5,4,0.15,1,128,1024,2048,4800,2.3015,2.315773725509644
5,4,0.15,1,128,1024,3072,4800,2.3013,2.319106101989746
5,4,0.15,1,128,1024,4096,4800,2.2997,2.311539888381958
5,4,0.2,1,128,512,4096,8400,2.2877,2.3074748516082764
5,4,0.2,1,128,512,2048,11600,2.2756,2.287836790084839
5,4,0.2,1,128,512,3072,11600,2.2744,2.2891433238983154
5,4,0.2,1,128,768,3072,6400,2.2913,2.3259425163269043
5,4,0.2,1,128,768,2048,11600,2.2481,2.282470703125
5,4,0.2,1,128,768,4096,11600,2.2454,2.2843117713928223
5,4,0.2,1,128,1024,2048,8800,2.2558,2.280293703079224
5,4,0.2,1,128,1024,3072,6400,2.2825,2.321669578552246
5,4,0.2,1,128,1024,4096,8000,2.2596,2.301107883453369
5,4,0.25,1,128,512,2048,8400,2.2939,2.3125078678131104
5,4,0.25,1,128,512,3072,8400,2.2928,2.309272527694702
5,4,0.25,1,128,512,4096,8400,2.2892,2.307747602462769
5,4,0.25,1,128,768,3072,8400,2.2763,2.303058385848999
5,4,0.25,1,128,768,2048,11600,2.2498,2.2795443534851074
5,4,0.25,1,128,768,4096,8400,2.2747,2.304472208023072
5,4,0.25,1,128,1024,3072,8800,2.2523,2.290395021438598
5,4,0.25,1,128,1024,2048,11600,2.2301,2.2815492153167725
5,4,0.25,1,128,1024,4096,8400,2.2578,2.301377773284912
5,4,0.15,2,128,512,2048,4800,2.287,2.304473876953125
5,4,0.15,2,128,512,3072,4800,2.2887,2.3031084537506104
5,4,0.15,2,128,512,4096,4800,2.2876,2.302254438400269
5,4,0.15,2,128,768,2048,4800,2.2661,2.298979520797729
5,4,0.15,2,128,768,3072,4800,2.2686,2.3014707565307617
5,4,0.15,2,128,768,4096,4800,2.2706,2.30307674407959
5,4,0.15,2,128,1024,2048,4800,2.2491,2.297112226486206
5,4,0.15,2,128,1024,3072,4800,2.2497,2.2936081886291504
5,4,0.15,2,128,1024,4096,4800,2.2549,2.2997164726257324
5,4,0.2,2,128,512,2048,11600,2.2219,2.269132137298584
5,4,0.2,2,128,512,4096,8400,2.2501,2.286695003509521
5,4,0.2,2,128,512,3072,11600,2.2167,2.271008014678955
5,4,0.2,2,128,768,2048,8800,2.1961,2.266104459762573
5,4,0.2,2,128,768,3072,11600,2.145,2.2710893154144287
5,4,0.2,2,128,768,4096,11600,2.1412,2.26879358291626
5,4,0.2,2,128,1024,2048,8400,2.1646,2.276662826538086
5,4,0.2,2,128,1024,3072,8400,2.1558,2.276206493377685
5,4,0.2,2,128,1024,4096,8800,2.1409,2.2563321590423584
5,4,0.25,2,128,512,2048,8400,2.2532,2.291056632995605
5,4,0.25,2,128,512,3072,8400,2.2515,2.292715549468994
5,4,0.25,2,128,512,4096,8400,2.2495,2.286344289779663
