FPR,TPR,Threshold
0.0,0.0,inf
0.0,0.00047080979284369113,-10.401035889983177
0.0,0.022598870056497175,-14.694785118103027
0.00047080979284369113,0.022598870056497175,-14.711039781570435
0.00047080979284369113,0.10828625235404897,-17.701403468847275
0.0009416195856873823,0.10828625235404897,-17.702429935336113
0.0009416195856873823,0.18220338983050846,-18.7694371342659
0.0014124293785310734,0.18220338983050846,-18.774780571460724
0.0014124293785310734,0.18361581920903955,-18.78561595082283
0.0018832391713747645,0.18361581920903955,-18.788966596126556
0.0018832391713747645,0.19303201506591336,-18.889665484428406
0.0023540489642184556,0.19303201506591336,-18.893375277519226
0.0023540489642184556,0.20951035781544255,-19.052492782473564
0.002824858757062147,0.20951035781544255,-19.0537149310112
0.002824858757062147,0.2278719397363465,-19.316372364759445
0.003295668549905838,0.2278719397363465,-19.322012946009636
0.003295668549905838,0.23069679849340866,-19.333885848522186
0.003766478342749529,0.23069679849340866,-19.337265767157078
0.003766478342749529,0.2565913370998117,-19.616564944386482
0.00423728813559322,0.2565913370998117,-19.62783831357956
0.00423728813559322,0.275894538606403,-19.82247495651245
0.004708097928436911,0.275894538606403,-19.822959542274475
0.004708097928436911,0.2876647834274953,-19.914557576179504
0.005178907721280603,0.2876647834274953,-19.916095674037933
0.005178907721280603,0.2937853107344633,-19.971438497304916
0.005649717514124294,0.2937853107344633,-19.981535851955414
0.005649717514124294,0.300376647834275,-20.044061541557312
0.006120527306967985,0.300376647834275,-20.04849222302437
0.006120527306967985,0.3295668549905838,-20.26962721347809
0.006591337099811676,0.3295668549905838,-20.28453254699707
0.006591337099811676,0.3554613935969868,-20.565589904785156
0.007062146892655367,0.3554613935969868,-20.5714989900589
0.007062146892655367,0.3728813559322034,-20.79569697380066
0.007532956685499058,0.3728813559322034,-20.797178626060486
0.007532956685499058,0.3874764595103578,-20.953737497329712
0.00800376647834275,0.3874764595103578,-20.955240190029144
0.00800376647834275,0.4030131826741996,-21.11554992198944
0.00847457627118644,0.4030131826741996,-21.115698158740997
0.00847457627118644,0.4048964218455744,-21.13651207089424
0.008945386064030132,0.4048964218455744,-21.138673782348633
0.008945386064030132,0.4119585687382298,-21.206248238682747
0.009416195856873822,0.4119585687382298,-21.207037210464478
0.009416195856873822,0.4129001883239171,-21.227495968341827
0.009887005649717515,0.4129001883239171,-21.231929302215576
0.009887005649717515,0.4251412429378531,-21.360461235046387
0.010357815442561206,0.4251412429378531,-21.363145232200623
0.010357815442561206,0.4279661016949153,-21.410758316516876
0.011299435028248588,0.4279661016949153,-21.417384177446365
0.011299435028248588,0.4364406779661017,-21.492678195238113
0.011770244821092278,0.4364406779661017,-21.49633288383484
0.011770244821092278,0.448210922787194,-21.63090108335018
0.01224105461393597,0.448210922787194,-21.635934591293335
0.01224105461393597,0.4580979284369115,-21.751679301261902
0.012711864406779662,0.4580979284369115,-21.754698634147644
0.012711864406779662,0.4670433145009416,-21.832074999809265
0.013653483992467044,0.4670433145009416,-21.84763330221176
0.013653483992467044,0.467984934086629,-21.855663985013962
0.014124293785310734,0.467984934086629,-21.85926592350006
0.014124293785310734,0.4722222222222222,-21.92379468679428
0.014595103578154425,0.4722222222222222,-21.93284684419632
0.014595103578154425,0.4755178907721281,-21.998320937156677
0.015065913370998116,0.4755178907721281,-21.9987633228302
0.015065913370998116,0.519774011299435,-22.47447180747986
0.015536723163841809,0.519774011299435,-22.480210661888123
0.015536723163841809,0.5202448210922788,-22.484538286924362
0.01647834274952919,0.5202448210922788,-22.49895641207695
0.01647834274952919,0.5207156308851224,-22.501489520072937
0.01694915254237288,0.5207156308851224,-22.505729734897614
0.01694915254237288,0.525894538606403,-22.546277321875095
0.017890772128060263,0.525894538606403,-22.566158413887024
0.017890772128060263,0.527306967984934,-22.590545773506165
0.018832391713747645,0.527306967984934,-22.594597473740578
0.018832391713747645,0.538135593220339,-22.725998401641846
0.01977401129943503,0.538135593220339,-22.737282752990723
0.01977401129943503,0.5409604519774012,-22.765633702278137
0.02071563088512241,0.5409604519774012,-22.7664066106081
0.02071563088512241,0.5419020715630886,-22.77380520105362
0.0211864406779661,0.5419020715630886,-22.78336402773857
0.0211864406779661,0.5466101694915254,-22.850609958171844
0.021657250470809793,0.5466101694915254,-22.865044593811035
0.021657250470809793,0.5541431261770244,-22.930425196886063
0.022128060263653482,0.5541431261770244,-22.932289719581604
0.022128060263653482,0.5560263653483992,-22.975614309310913
0.022598870056497175,0.5560263653483992,-22.98607337474823
0.022598870056497175,0.5645009416195856,-23.109082832932472
0.023069679849340868,0.5645009416195856,-23.12413740158081
0.023069679849340868,0.5677966101694916,-23.174781441688538
0.023540489642184557,0.5677966101694916,-23.180031418800354
0.023540489642184557,0.5696798493408662,-23.200723826885223
0.02401129943502825,0.5696798493408662,-23.20648229122162
0.02401129943502825,0.5725047080979284,-23.239959716796875
0.02448210922787194,0.5725047080979284,-23.244958102703094
0.02448210922787194,0.5748587570621468,-23.256366193294525
0.02495291902071563,0.5748587570621468,-23.26469922065735
0.02495291902071563,0.5800376647834274,-23.296013444662094
0.025423728813559324,0.5800376647834274,-23.2970689535141
0.025423728813559324,0.5814500941619586,-23.339584097266197
0.025894538606403013,0.5814500941619586,-23.339943945407867
0.025894538606403013,0.5819209039548022,-23.343361735343933
0.026365348399246705,0.5819209039548022,-23.35178916156292
0.026365348399246705,0.5842749529190208,-23.372980892658234
0.026836158192090395,0.5842749529190208,-23.375725030899048
0.026836158192090395,0.5847457627118644,-23.392528623342514
0.027306967984934087,0.5847457627118644,-23.401021003723145
